mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1825571060180664,0.009607324439044761,0.006705665588378906,0.0005100708515061767,0.8,2,10,0.005,1,1.0,"{'subsample': 0.8, 'min_child_weight': 2, 'max_depth': 10, 'learning_rate': 0.005, 'gamma': 1, 'colsample_bytree': 1.0}",0.8346440677966102,0.7775593220338983,0.7679322033898306,0.8183728813559321,0.8573559322033898,0.8111728813559322,0.03386809229872835,1
0.18816475868225097,0.012302791052667657,0.009108161926269532,0.0025276914700637742,0.8,5,8,0.01,0.25,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.25, 'colsample_bytree': 0.8}",0.8465762711864406,0.7650169491525424,0.7263728813559321,0.8361355932203389,0.8691525423728814,0.8086508474576272,0.05390321862263813,2
0.392437219619751,0.01651384165171017,0.007306241989135742,0.0005101830391775626,0.8,2,8,0.02,0,0.8,"{'subsample': 0.8, 'min_child_weight': 2, 'max_depth': 8, 'learning_rate': 0.02, 'gamma': 0, 'colsample_bytree': 0.8}",0.8420338983050848,0.7667796610169492,0.7153898305084746,0.8169491525423729,0.856813559322034,0.7995932203389831,0.05204526348580721,3
0.39393863677978513,0.02222131989674198,0.0072062969207763675,0.0005103699861037272,0.8,1.5,10,0.02,0.5,0.8,"{'subsample': 0.8, 'min_child_weight': 1.5, 'max_depth': 10, 'learning_rate': 0.02, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.832135593220339,0.7693559322033898,0.7214915254237287,0.8132881355932203,0.8500338983050848,0.7972610169491525,0.046427989854015,4
0.16594247817993163,0.011995715666165184,0.006805992126464844,0.0005102111602290714,0.9,10,8,0.015,1.5,0.5,"{'subsample': 0.9, 'min_child_weight': 10, 'max_depth': 8, 'learning_rate': 0.015, 'gamma': 1.5, 'colsample_bytree': 0.5}",0.8314576271186441,0.759593220338983,0.7128813559322034,0.8,0.8063728813559322,0.7820610169491526,0.04157770157910343,5
